Cód. Relato,Data Relato,Texto do relato,Resposta,Data Resposta
106778,17/07/2013,"Solicitação de extrato do sorteio eletrônico da distribuição processual 
 -------------------------
 Introdução:
 [XXX].
 Solicitação:
 
 SOLICITO QUE SEJA TIRADO DO SISTEMA UM EXTRATO (AUTÊNTICO) DO SORTEIO ELETRÔNICO EM QUE O PROCESSO Nº [XXX]FOI DISTRIBUÍDO PARA A [XXX]
  É BOM QUE FIQUE BEM CLARO QUE NÃO ESTOU AQUI FAZENDO QUALQUER ACUSAÇÃO, OU RECLAMAÇÃO CONTRA OS INTEGRANTES DA [XXX], POIS NÃO TENHO MOTIVOS PARA ISSO.
 
 tal pedido, sendo um direito meu, pois os processos judiciais são públicos, visa apenas conhecer a dinâmica, o esquema de funcionamento do processo pelo qual estou passando no Poder Judiciário da Bahia e que toca em aspecto tão precioso da minha vida que é o meu filho.
 
 Parabenizando esse órgão que está contribuindo sensivelmente para a evolução do nosso Poder Judiciário e na certeza de que o meu pedido será atendido com máxima presteza possível, característica que lhe é inerente, despeço-me com o sentimento de que sou mais cidadão e mais respeitado.
 
 Respeitosamente,
 
 [XXX]","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria. Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal de Justiça do Estado da Bahia, para que preste os esclarecimentos devidos.
 Atenciosamente,",23/07/2013
106821,17/07/2013,"Informar Documento Normativo
 -------------------------
 Fora proferido ato normativo por este órgão atribui aos despachos e decisões a característica de mandado e de ofício. Gostaria de Saber qual é esse documento, e de sua cópia anexa.","Sua manifestação foi encaminhada à Secretaria Processual que nos forneceu a seguinte informação:
 ""Portaria nº 147, de 7 de outubro de 2010, da Secretaria-Geral, a qual segue anexa. 
 Atenciosamente,",22/07/2013
106951,18/07/2013,"Resposta de manfesto
 -------------------------
 Boa tarde!
 
 Enviei um manifesto (protocolo: [XXX]) e não recebi pela primeira vez um retorno.
 Sei da dificuldade de todos e gostaria de alguma informação sobre o processo e se possível sobre as perguntas relacionadas ao manifesto anterior. 
 Desde já agradeço
 [XXX]","Em resposta a sua manifestação, informamos que o protocolo [XXX]já foi analisado e em breve Vossa Senhoria obterá uma resposta.
 Atenciosamente,",19/07/2013
106960,18/07/2013,"Acesso à parte pública do Programa Justiça Plena no site do CNJ
 -------------------------
 Prezados,
 eu e mais dois pesquisadores da Escola de Direito de [XXX] estamos elaborando um artigo acadêmico sobre a importância do Programa Justiça Plena na implementação das medidas do Sistema Interamericano de Direitos Humanos.
 Para tanto, necessitamos de dados a respeito das datas de inserção dos casos que foram objeto de análise pela Comissão ou pela Corte Interamericana de Direitos Humanos no Programa Justiça Plena. Esses dados constavam da parte pública do Programa (link: http://www.cnj.jus.br/corregedoria/saprs/), mas o acesso a esses dados está impossibilitado, tendo em vista que a página não está funcionando há mais de uma semana.
 Escrevo para saber se há alguma previsão de ajuste na página supramencionada para que os dados e documentos ali existentes possam ser acessados.
 Caso não haja previsão, peço, alternativamente, que sejam disponibilizados por favor os dados referentes a todos os casos que foram indicados pela Secretaria de Direitos Humanos (SDH) para integrar o Programa Justiça Plena. Necessitamos, especialmente, das datas de indicação desses casos para o Programa e/ou a data de inserção do caso no Justiça Plena. Se possível, gostaria de pedir o relatório com as movimentações ocorridas nos casos indicados pela SDH.
 Infelizmente temos certa urgência na coleta dos dados, pois temos que entregar o trabalho no dia 31 de julho.
 Sendo assim, peço encarecidamente que os problemas de acesso à página pública do Programa Justiça Plena sejam sanados o mais rápido possível. Ou, que sejam fornecidos os dados solicitados, que serão utilizados para fins acadêmicos.
 
 Atenciosamente,
 [XXX]","Segue resposta da Corregedoria Nacional de Justiça:
 ""Prezada Senhora [XXX],
 Informamos que a página pública do Sistema Justiça Plena já está funcionando normalmente.""
 Atenciosamente,",30/07/2013
107112,22/07/2013,"Consulta da legalidade em fornecer informações
 -------------------------
 Senhores, 
 Protocolizei Pedido de Informações no TJDFT e este informou que, por haver dúvidas quanto ao fornecimento das informações solicitadas, fora formulado consulta ao Corregedor Nacional de Justiça no sentido de se entancar a dúvida. O Pedido de Informações foi autuado no TJDF sob PA nº 07.583/2013 e a consulta ao CNJ enviada aos 16.5.13. Como obtenho informações acerca dessa consulta?","Esta Ouvidoria entrou em contato com o Protocolo do CNJ, o qual não conseguiu localizar o número da consulta enviada pelo TJDFT ao CNJ no dia 16.5.13.
 Solicitamos verificar junto àquele Tribunal mais informações, como o número da consulta feita por eles.
 Favor informar o número de registro dessa manifestação.
 Atenciosamente,",22/07/2013
107144,22/07/2013,"BASE DE DADOS SOBRE FILIÇÃO PARTIDÁRIA
 -------------------------
 Olá, 
 
 Necessito da base de dados consolidada dos filiados a partidos políticos de forma consolidada, pois juntar todos os arquivos de cada partido em cada estado da Federação é virtualmente impossível e demasiadamente moroso. 
 
 Assim, solicito a disponibilização da base consolidada de filiados a partidos políticos, contendo todos os registros de todos os partidos e em todos os Estados, sendo a base a mais atual o possível. A base pode ser fornecida em meio eletrônico, tal como por e-mail ou por link específico para download dos dados (ideal seria que essa função fosse implementada no sítio do TSE).
 
 Agradeço desde já a atenção dispensada,
 
 [XXX]","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que CNJ não dispõe da informação solicitada.
 Sugerimos entrar em contato diretamente com a Central do Eleitor do Tribunal Superior Eleitoral, por meio do link: http://www.tse.jus.br/eleitor/disque-eleitor
 Atenciosamente,",30/07/2013
107146,22/07/2013,"Força de Trabalho - Servidores, Conselheiros, Estagiários e trabalhadores Terceirizados.
 -------------------------
 Estou fazendo uma pesquisa sobre sobre terceirização e quero ter acesso ao quantitativo por cargo, incluindo os estagiários e conselheiros, para os servidores do quadro, e, quantitativo por cargo ou categoria funcional dos trabalhadores terceirizados, se houver possibilidade quero cargo público discriminado e quantitativo, trabalhadores terceirizados por cargo ou categoria também discriminado com o quantitativo.
 
 Obrigado.","Segue resposta fornecida pela Diretoria Geral:
 ""Encaminhamos anexo arquivo contendo a força de trabalho do CNJ.""
 Atenciosamente,",13/08/2013
107200,22/07/2013,"Processos de crimes dolosos contra a vida cometidos por parlamentares 
 -------------------------
 Boa noite, sou concluinte do curso de Direito na Universidade FEderal de [XXX] e meu trabalho de conclusão diz respeito ao foro por prerrogativa e a competencia do tribunal do júri, em razão disso gostaria de saber como tenho acesso a dados exclusivamente númericos acerca do numero de denúncias recebidas contra parlamentares e o número de sentenças condenatorias proferidas nos últimos 2 anos.","Segue resposta do Departamento de Pesquisa Judiciário do CNJ:
 ""Não dispomos dos dados solicitados. Encaminho o link Segue o link para acesso ao Relatório Justiça em Números: http://www.cnj.jus.br/programas-de-a-a-z/eficiencia-modernizacao-e-transparencia/pj-justica-em-numeros/relatorios
 Qualquer dúvida, estamos a disposição
 Atencioamente,
 Conselho Nacional de Justiça
 Departamento de Pesquisas Judiciárias
 estatistica@cnj.jus.br
 (61) 2326 5268""
 Atenciosamente,",29/07/2013
107273,23/07/2013,"Gastos do CNJ com os telefones celulares dos conselheiros
 -------------------------
 Solicito, com base na Lei de Acesso à Informação, os valores mensais gastos pelo CNJ para custear as despesas com telefones celulares dos seus conselheiros, nos anos de 2011, 2012 e 2013. Peço todos os dados, incluídas as ligações internacionais e gastos com internet móvel. Esse tipo de informação é obviamente público e está contemplado na Lei de Acesso.","De ordem do Secretário Adjunto em razão da Vacância do cargo do Ouvidor, estamos encaminhando, em anexo, as informações solicitadas por Vossa Senhoria.
 Atenciosamente,",23/08/2013
107362,24/07/2013,"Minuta de resolução sobre diretrizes para contratações na área de TIC
 -------------------------
 Em meados de maio de 2013 o CNJ promoveu consulta pública sobre diretrizes para contratações na área de TIC. Gostaria de obter minuta de resolução, ou documento mais recente elaborado pela DTI/CNGTIC, acerca do referido assunto. Caso não tenha sido confeccionado documento com as propostas de modificação por favor enviar o documento submetido a consulta pública e todas as sugestões enviadas. Obrigado.","Encaminhamos as informações prestadas pelo Departamento de Tecnologia da Informação do Conselho Nacional de Justiça para seu conhecimento:
 ""A Resolução que tratará sobre as contratações de Solução de Tecnologia da Informação e Comunicação pelos órgãos submetidos ao controle administrativo e financeiro do Conselho Nacional de Justiça (CNJ), ainda não foi publicada. Segue anexa a minuta para ser disponibilizada para o requerente.
 Acredita-se que em agosto, na volta do recesso do Judiciário, essas diretrizes sejam publicadas no Portal do CNJ.""
 Atenciosamente,",29/07/2013
107389,24/07/2013,"Relatório do Mutirão Carcerário do CNJ
 -------------------------
 São Paulo, 24 de julho de 2013.
 
 Excelentíssimo Sr. Presidente do Conselho Nacional de Justiça
 Ministro Joaquim Barbosa
 
 Ref.: Pedido de Acesso à Informação relativo ao Mutirão Carcerário realizado pelo Conselho Nacional de Justiça no Estado de São Paulo
 
 Excelentíssimo Sr. Ministro,
 
 [XXX], vêm, com base no artigo 5º, inciso XXXIII da Constituição Federal, e nos artigos 10, 11 e 12 da Lei de Acesso à Informação Pública (Lei nº 12.527/2011), requerer informações relativas ao Mutirão Carcerário realizado no Estado de São Paulo. 
 
 Como se sabe, o Conselho Nacional de Justiça tem realizado Mutirões Carcerários nos estados brasileiros desde 2008, com o notável objetivo de produzir um ¿relato do funcionamento do sistema de justiça criminal, revisar as prisões, implantar o Projeto Começar de Novo e, ao final, no relatório dos trabalhos, são feitas proposições destinadas aos órgãos que compõem o sistema de justiça criminal, visando ao seu aperfeiçoamento¿ .
 
 O mutirão carcerário no Estado de São Paulo teve início em 20 de julho de 2011 e foi concluído em 16 de dezembro do mesmo ano. O relatório final do referido Mutirão foi publicitado no site, mas não em sua forma desagregada, ou seja, não foi disponibilizado o relatório das visitas realizadas em cada uma das unidades prisionais fiscalizadas no Estado. 
 
 A sua divulgação completa e desagregada certamente servirá não só para que as entidades envolvidas com o tema possam se debruçar sobre os dados ¿ e, com isso, buscar a promoção de debates e reflexões acerca do cenário pintado através do relatório ¿, como à sociedade civil em geral, que deve ter plena ciência do que ocorre no âmbito do sistema prisional e justiça criminal paulistas. 
 
 No Estado de São Paulo o CNJ destaca, dentre outras, indica as unidades do Centro de Detenção Provisória de Americana, todas as Delegacias de Polícia da Baixada Santista, e a Delegacia de Polícia de Registro, como merecedores de especial atenção, devido às péssimas condições em que se encontram. 
 
 Seguindo essa linha de raciocínio, e tendo em vista a ausência de publicação no sítio eletrônico do relatório de cada unidade prisional ou delegacias de polícia visitadas pelo Conselho Nacional de Justiça no âmbito do Mutirão Carcerário no Estado de São Paulo, requeremos, no exercício do direito constitucional à informação, a publicação do inteiro teor do relatório da visita de monitoramento realizado nas unidades abaixo descriminadas no sítio eletrônico do CNJ, ou, subsidiariamente, o seu envio à organização signatária: 
 
 o CDP de Americana; 
 o todas as Delegacias de Polícia da Baixada Santista; 
 o Delegacia de Polícia de Registro; e
 o Delegacia de Polícia com carceragem feminina de Sete Barras. 
 
 Caso seja necessário, comunicamos o endereço da organização subscritora: [XXX]
 
 Receba nossos votos de mais alta estima e distinta consideração e nos colocamos à disposição para o que estiver ao nosso alcance.
 
 Atenciosamente,
 
 [XXX]","Em atenção ao seu pedido de acesso à informação, o encaminhamos ao Departamento de Monitoramento e Fiscalização do Sistema Carcerário, o qual informou que a resposta lhe foi enviada às 16h39 de 29/7/2013, para o endereço de e-mail [XXX].
 Assim, permanecemos à disposição e finalizamos a presente demanda.
 Atenciosamente,",30/07/2013
107426,25/07/2013,"REFERENTE AO PROCESSO
 
 -------------------------
 
  EXCELENTÍSSIMO MINISTRO JOAQUIM BARBOSA GOSTARÍAMOS QUE VERIFICASSE A SITUAÇÃO DO PROCESSO [XXX] POIS TRATASSE DE UM INJUSTIÇADO PELA EVOLUÇÃO DE 1964 O MESMO SE ENCONTRA COM 88 ANOS E CLAMA POR JUSTIÇA POIS ATE O MOMENTO NÃO CONSEGUI REPAROS EM SEUS DANOS MORAIS E PREJUÍZOS INCALCULÁVEIS.
 
 AGUARDO RETORNO. GRATO
 
 [XXX]","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal Regional Federal da 3ª Região, para informações pertinentes.
 Vossa Senhoria pode entrar em contato com a Ouvidoria do TRF-3, por meio do site www.trf3.jus.br.
 Acrescentamos que, sem prejuízo da providência informada, se entender adequado, Vossa Senhoria poderá peticionar à Corregedoria de Justiça do Tribunal em que tramita o referido processo, noticiando a demora alegada, ou promover uma Representação por Excesso de Prazo perante o Conselho Nacional de Justiça, nos termos do art. 78 do Regimento Interno do CNJ.
 Orientações sobre como peticionar ao CNJ, contendo modelo de representação inclusive, podem ser encontradas em www.cnj.jus.br/comopeticionar
 Para encaminhar petição ao CNJ, não é necessário constituir advogado.
 Atenciosamente,",26/07/2013
107524,26/07/2013,"Vagas
 -------------------------
 Venho por meio desta solicitar informações sobre o quantitativo de funcionários terceirizados, cedidos de outros órgãos, como prefeituras, que estão executando serviços que não seja de serviços gerais e vigilância, bem como todo o amparo legal que justifique a manutenção desses tipos de funcionários em cada Unidade judicial do estado (Varas, Juizados, Termos Judiciais, Fóruns dentre outros), na comarca de São Luís. 
 O exercício dessas atividades fora do permitido em lei impossibilita a criação de vagas para os cargos de carreira do Tribunal de Justiça.
 A solicitação acima está de acordo com a Lei 12.527/2011, que trata do acesso à informação pública.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal de Justiça do Estado do Maranhão, para conhecimento e informações a Vossa Senhoria.
 Atenciosamente,",29/07/2013
107565,29/07/2013,"PROCESSOS
 
 -------------------------
 
 bom dia,para comecar gostaria de elogiar a juiza excelentissima juiza SILVIA REGINA PORTES que estar com o processo para fazer a execucao,e segundo queria saber o por que desta execucao estar demorando muito para ser resolvida,ja se passaram seis meses e nada de data de audiencia para empresa se explicar,ja que a empresa estar proibida de vender por excesso de entrega nao cumprida conforme medida judicial,conforme meu caso,grato e fique com deus e tenha uma boa semana.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal de Justiça do Estado do Rio de Janeiro, para informações pertinentes.
 Vossa Senhoria pode entrar em contato com a Ouvidoria do TJRJ por meio do site formulário eletrônico disponível no site www.tjrj.jus.br
 Acrescentamos que, sem prejuízo da providência informada, se entender adequado, Vossa Senhoria poderá peticionar à Corregedoria de Justiça do Tribunal em que tramita o referido processo, noticiando a demora alegada, ou promover uma Representação por Excesso de Prazo perante o Conselho Nacional de Justiça, nos termos do art. 78 do Regimento Interno do CNJ.
 Orientações sobre como peticionar ao CNJ, contendo modelo de representação inclusive, podem ser encontradas em www.cnj.jus.br/comopeticionar
 Para encaminhar petição ao CNJ, não é necessário constituir advogado.
 Atenciosamente,",30/07/2013
107572,29/07/2013,"Procedimento nº 0003397-43.2013.2.00.0000
 -------------------------
 GOSTARIA DE SABER O ANDAMENTO DO PROVIMENTO ACIMA.","O acompanhamento processual poderá ser realizado na página eletrônica do Conselho Nacional de Justiça. Basta acessar o site www.cnj.jus.br, clicar em ""Consulta de processos eletrônicos"" e realizar a consulta, ou pelo link https://www.cnj.jus.br/ecnj/index.php.
 Atenciosamente,",31/07/2013
107745,30/07/2013,"Copia de documento público
 -------------------------
 Solicitei junto ao juiz Diretor do Foro da comarca de [XXX].
 O juiz diretor do foro, negou tal pedido arguindo falta de legitimidade.
 Tal negativa é totalmente descabida, tendo em vista que a documentação solicitada é publica, sendo ainda totalmente amparada pela Lei de Acesso à Informação (12.527/2011) em seus arts. 4º, 5º, 6º, 7º, 10º e 11º.
 Peço providências nessa Corregedoria para que se faça cumprir o que determina a Lei.","Segue resposta da Corregedoria Nacional de Justiça:
 ""Eventual reclamação/solicitação contra procedimento de cartório extrajudicial deve, em princípio, deve ser encaminhada à Corregedoria Geral de Justiça do seu Estado, que tem competência para apreciá-la. 
 De acordo com o art. 15 da Lei 12.527/11, o recurso deve ser interposto à autoridade hierarquicamente superior àquela que negou a informação.
 Em caso de negativa de atuação, estamos à disposição.”
 Atenciosamente,",08/08/2013
107812,31/07/2013,"Grupo de Trabalho sobre Justiça Militar
 -------------------------
 
 São Paulo, 31 de julho de 2013.
 
 Excelentíssimo Sr. Presidente do Conselho Nacional de Justiça
 Ministro Joaquim Barbosa
 
 Ref.: Pedido de Acesso à Informação relativo ao Grupo de Trabalho sobre a Justiça Militar no Brasil
 
 Excelentíssimo Sr. Ministro,
 
 [XXX], vêm, com base no artigo 5º, inciso XXXIII da Constituição Federal, e nos artigos 10, 11 e 12 da Lei de Acesso à Informação Pública (Lei nº 12.527/2011), requerer informações, nos seguintes termos. 
 
 Como se sabe, o Conselho Nacional de Justiça (CNJ) constituiu, por meio da Portaria n. 60, de 17 de abril de 2013, o Grupo de Trabalho (GT) responsável pela elaboração do diagnóstico da Justiça Militar nos âmbitos federal e estadual. Composto por seis membros do CNJ, sendo três conselheiros, o GT teria o prazo de 90 dias para apresentar o relatório final com as propostas que serão encaminhadas ao Congresso Nacional e às Assembleias Legislativas dos estados onde existe Justiça Militar: Rio Grande do Sul, São Paulo e Minas Gerais.
 
 Dessa forma, o prazo para o término dos trabalhos findou-se em 17 de julho de 2013.
 
 Requeremos, portanto, no exercício do direito constitucional à informação, a publicação do inteiro teor do relatório produzido pelo GT em questão no sítio eletrônico do CNJ, ou, subsidiariamente, o seu envio à organização signatária. 
 
 Caso seja necessário, comunicamos o endereço da organização subscritora: [XXX]
 
 Receba nossos votos de mais alta estima e distinta consideração e nos colocamos à disposição para o que estiver ao nosso alcance.
 
 Atenciosamente,
 
 [XXX]","Em atenção a sua manifestação, estamos encaminhando informações prestadas pelo Conselheiro Ouvidor:
  ""Em resposta a seu pedido de informação a respeito dos resultados do grupo de trabalho sobre a Justiça Militar, informo que o grupo não produziu ainda nenhum relatório.
 Devido às suas inúmeras atribuições, não foi ainda possível concluir a coleta e o processamento das informações necessárias ao trabalho. Por essa razão, o signatário, como coordenador dele, solicitará a prorrogação do prazo do grupo ao Plenário do CNJ.
 Oportunamente, quando os trabalhos forem finalizados, dar-se-á ampla publicidade às suas conclusões.
 Atenciosamente.
 
 WELLINGTON CABRAL SARAIVA
 Conselheiro
 Ouvidor do CNJ
 Coordenador do Grupo de Trabalho""
 Atenciosamente,",06/08/2013
107836,31/07/2013,"Atividade jurídica
 -------------------------
 Por favor, qual a resolução vigente que trata da atividade jurídica após formado, e qual a resolução vigente sobre prática jurídica durante a graduação. Att.","A regra do art. 59 da Resolução n.º 75, de 12 de maio de 2009, indica o que se considera atividade jurídica para fins de ingresso na carreira da magistratura. 
 Caso pretenda, Vossa Senhoria poderá promover consulta perante o Conselho Nacional de Justiça, nos termos do art. 89 do seu Regimento Interno, seguindo as orientações disponíveis no link www.cnj.jus.br/comopeticionar
 Para encaminhar petição ao CNJ, não é necessário constituir advogado.
 Atenciosamente,",02/08/2013
107872,01/08/2013,"Negativa a solicitação
 -------------------------
 Como membro de um [XXX] , com CNPJ, Título Municipal de Utilidade Pública e sede própria, solicitamos cópia da normativa de uso do carro doado pelo SPM da Presidência da República em 2010 e, que nós do Movimento, fomos receber juntamente com a Prefeita. Criada a Secretaria Municipal da Mulher, o referido passou a ser responsabilidade da mesma, todavia temos observado que a utilização deste carro não tem sido em consonância com o que a Ministra,da época, informou . Assim sendo solicitamos cópia da normativa de utilização do veículo, conforme orientação da própria SPM. A reposta obtida ao ofício nº 020/13 enviada a Sec. Municipal da Mulher de Saquarema foi, segundo orientação do [XXX] ): "" Cabe a requerente comprovar sua existência como pessoa jurídica e a legitimidade da signatária em representá-la, deverá apresentar Estatuto e Ata de Eleição da Atual Diretoria. Somente após regularizadas as exigências, opino pela disponibilização"".
 Perguntamos: No ofício há informação do CNPJ, Título Municipal de Utilidade Pública e endereço da sede. Cabe as exigências feitas pelo referido assessor? 
 É muito frustante quando temos um órgão que se recusa a exercer suas atividades com transparência, dificultando ao máximo bom andamento do serviço público.
 Ficamos no aguardo de um breve retorno.
 ATT,
 
 [XXX]","Em atenção à sua manifestação, informamos que compete ao Conselho Nacional de Justiça o controle da atuação administrativa e financeira do Poder Judiciário e do cumprimento dos deveres funcionais dos juízes, nos termos do art. 103-B, § 4º, da Constituição Federal.
 Desse modo, não cabe a este Órgão encaminhar o pedido de acesso à informação a Órgão que pertence ao Poder Executivo.
 No caso de indeferimento de acesso à informação, o interessado poderá, na forma do Art. 15 da Lei Nº 12.527, de 8 de novembro de 2011, interpor recurso contra a decisão no prazo de 10 (dez) dias a contar da sua ciência. O parágrafo único desse dispositivo preceitua que esse recurso deve ser dirigido à autoridade hierarquicamente superior à que exarou a decisão impugnada, que deverá se manifestar no prazo de 5 (cinco) dias. 
 Nesse sentido, sugerimos que Vossa Senhoria encaminhe a sua manifestação à Ouvidoria da CGU, que é responsável por receber, examinar e encaminhar denúncias, reclamações, elogios, sugestões e pedidos de informação referentes a procedimentos e ações de agentes, órgãos e entidades do Poder Executivo Federal.
 A Ouvidoria-Geral também tem a competência de coordenar tecnicamente o segmento de Ouvidorias do Poder Executivo Federal, bem como de organizar e interpretar o conjunto das manifestações recebidas e produzir indicativos quantificados do nível de satisfação dos usuários dos serviços públicos prestados no âmbito do Poder Executivo Federal. 
 Lei Nº 12.527, de 8 de novembro de 2011 está disponível para consulta no endereço http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm
 Atenciosamente,",01/08/2013
107877,01/08/2013,"Pedido da LAI
 -------------------------
 Solicito acesso a cópia integral do PAD [XXX], para fins de pesquisa acadêmica.
 
 Preferencialmente, gostaria de obter cópia em formato eletrônico, porém posso ir até à sede do órgão pegar cópias físicas, pagando os custos da cópia, se necessário for.","Em atenção a sua manifestação, estamos encaminhando informações prestadas pela Secretaria Processual:
 ""Secretaria Processual não está autorizada a fornecer cópia do PAD [XXX], em razão de ser sigiloso. Neste caso, sugiro que o requerente envie petição a ser juntada aos autos.""
 Salienta-se, por oportuno, que o artigo 25, §1º, da Lei de Acesso à Informação, trata do acesso a informações sigilosas.
 Permanecemos à disposição.
 Atenciosamente,",06/08/2013
108060,04/08/2013,"Programa Pai Presente
 -------------------------
 Tenho 26 anos, e ainda não conheci meu pai biológico, gostaria de saber se vocês podem me ajudar.
 Tenho informações e cartas antigas com o suposto endereço dele, segundo minhas informações ele mora na Alemanha (Berlin), se for possível me ajudar, eu posso passar endereço e etc, para o localizarem.","Encaminhamos as informações prestadas pela Corregedoria Nacional de Justiça do Conselho Nacional de Justiça para seu conhecimento:
 ""Prezado(a) Senhor(a),
 O Provimento nº 16 desta Corregedoria dispõe sobre a recepção, pelos Oficiais de Registro Civil das Pessoas Naturais, de indicações de supostos pais de pessoas que já se acharem registradas sem paternidade estabelecida, bem como sobre o reconhecimento espontâneo de filhos perante os referidos registradores. 
 Caso tenha interesse, poderá acessar o referido Provimento na página do CNJ por meio do link http://www.cnj.jus.br/images/Provimento_N16.pdf.
 Informamos que ainda que o suposto pai resida em outro país, o procedimento é o mesmo. A diferença é que o juiz tentará notificar o suposto pai através de CARTA ROGATÓRIA, que é um processo semelhante à carta precatória, usada para quando se pretende contato com juízes de outros países.
 Para isso, Vossa Senhoria deve informar todos os dados possíveis do suposto pai, inclusive telefones e local do trabalho, para facilitar o cumprimento.""
 Atenciosamente,",07/08/2013
108081,05/08/2013,"CRIAÇÃO DE CARGOS JUSTIÇA ELEITORAL DE MG
 -------------------------
 BOM DIA! É NOTÓRIA A INSUFICIÊNCIA DE SERVIDORES NO AMBITO DA JE, EM ESPECIAL A DE MG, FATO RECONHECIDO PELA PRESIDENTE DO TSE, MINISTRA CARMEM LÚCIA EM JORNAIS DE AMPLA CIRCULAÇÃO. EM FACE DISSO, SOLICITO RESPOSTA NO PRAZO PREVISTO NA LEI DE ACESSO À INFORMAÇÃO SOBRE OS ANTEPROJETOS DE LEI QUE CRIAM CARGOS DE ANALISTA JUDICIÁRIO ÁREA JUDICIÁRIA NO TRE DE MINAS PARALISADOS NO CNJ E ESCLARECIMENTOS SOBRE O PORQUE TAIS PROJETOS NÃO SÃO REMETIDOS AO CONGRESSO NACIONAL. ATENCIOSAMENTE.","Os sobrestamentos dos anteprojetos versando criação de cargos públicos resultaram de determinação contida na Portaria n. 42, de 10/04/2012.
 Há certidão, nos processos respectivos, noticiando deliberação plenária no sentido de sobrestar.
 A questão está para ser estudada pelo Comitê Permanente de Apoio Técnico, designado pelo Min. Joaquim Barbosa por meio da Portaria 99, de 12/06/2013. 
 O Comitê está vinculado à Comissão de Planejamento Estratégico, presidida pela Conselheira Maria Cristina, que já convocou reunião para o próximo dia 19 de agosto.
 Serão elaborados com a brevidade possível estudos para a definição de critérios, que, aprovados, servirão de norte para os julgamentos que irão em sequência ocorrer
 Atenciosamente,",07/08/2013
