numero;ano;data_pedido;recurso;situacao_pedido;orgao_solicitacao;descricao;arquivo_pedido;resposta;orgao_resposta;situacao_resposta;data_resposta;arquivos_resposta_pedido;arquivo_1o_recurso;descricao_1o_recurso;resposta_1o_recurso;orgao_1o_recurso;situacao_1o_recurso;data_resp_1o_recurso;arquivos_resposta_1o_recurso;arquivo_2o_recurso;descricao_2o_recurso;resposta_2o_recurso;orgao_2o_recurso;situacao_2o_recurso;data_resp_2o_recurso;arquivos_resposta_2o_recurso;motivo_pedido;sexo_solicitante;escolaridade_solicitante;profissao_solicitante;bairro_solicitante;cidade_solicitante;uf_solicitante;pais_solicitante;;;
20150042529025?;2015;21/08/2015;;Indeferido;SECRETARIA DE MEIO AMBIENTE E SUSTENTABILIDADE;EXIJO PROVIDENCIAS IMEDIATAS EM RELAÇÃO A UM TERRENO ABANDONADO AO LADO DA MINHA RESIDENCIA. NESTE TEM MUITO LIXO, ENTULHOS, MATO ALTO, CAUSANDO POLUIÇÃO VISUAL, POLUIÇÃO AMBIENTAL, RISCO Á SAUDE PUBLICA, COMO  DENGUE E  ANIMAIS PEÇONHENTOS LIMPEZA DO TERRENO.;;Prezada XXXXXXXXXX,Finalizamos o presente pedido e encaminhamos sua demanda para a Ouvidoria Geral, posto tratar/se de solicitação de execução de ação à gestão municipal e não de Pedido de Acesso à Informação. Você receberá um número de protocolo em seu e/mail. Para acompanhar o seu novo protocolo disque 0800 281 0040 ou acesse: http://ouvidoria.recife.pe.gov.br/node/17Atenciosamente, Equipe do Portal da Transparência;SECRETARIA DE MEIO AMBIENTE E SUSTENTABILIDADE;Indeferido;24/08/2015;;;;;;;;;;;;;;;;Não informado;F;Ensino Superior;Outra;Boa Viagem;Recife;Pernambuco;Brasil;;;
20150042629025?;2015;21/08/2015;;Indeferido;SECRETARIA DE MEIO AMBIENTE E SUSTENTABILIDADE;EXIJO/IMPLORO A LIMPEZA DE UM TERRENO ABANDONADO AO LADO DA MINHA RESIDENCIA. NÃO SEI QUEM É O DONO,  NESTE TEM MUITO LIXO ENTULHADO, MATO ALTO, CAUSANDO POLUIÇÃO VISUAL, POLUIÇÃO AMBIENTAL E RISCO Á SAUDE PUBLICA, COMO  DENGUE E PRESENÇA DEANIMAIS PEÇONHENTOS;;Prezada XXXXXXXXXX,Finalizamos o presente pedido e encaminhamos sua demanda para a Ouvidoria Geral, posto tratar/se de denúncia à gestão municipal e não de Pedido de Acesso à Informação. Você receberá um número de protocolo em seu e/mail. Para acompanhar o seu novo protocolo disque 0800 281 0040 ou acesse: http://ouvidoria.recife.pe.gov.br/node/17Atenciosamente, Equipe do Portal da Transparência;SECRETARIA DE MEIO AMBIENTE E SUSTENTABILIDADE;Indeferido;24/08/2015;;;;;;;;;;;;;;;;Denúncia;F;Ensino Superior;Outra;Boa Viagem;Recife;Pernambuco;Brasil;;;
20150042740999?;2015;24/08/2015;;Respondido;SECRETARIA DE ASSUNTOS JURÍDICOS;Desejo saber sobre andamento de processo de cadstramento de vendedor comissionado;;Prezada XXXXXXXXXX,Favor pesquisar no link abaixo com o número do seu processo a situação atual.http://www.recife.pe.gov.br/pr/secfinancas/portalfinancas/codigos/web/processoPPCA/situacaoAtual.php#conteudo;SECRETARIA DE FINANÇAS;Respondido;24/08/2015;;;;;;;;;;;;;;;;Outros;F;Ensino Médio;Profissional autônomo;Boa Viagem;Recife;Pernambuco;Brasil;;;
20150042864004?;2015;24/08/2015;;Respondido;SECRETARIA MULHER;Solicito a proposta de preço vencedora detalhada do IEDE, contendo as planilhas, do Processo Licitatório n° 004/2015 / Pregão Eletrônico 002/2015 / SEC Mulher / da Comissão Permanente de Licitação e Serviços / Secretaria de Administração e Gestão de Pessoas.;;Prezada XXXXXXXXXX, Segue, em anexo, a proposta do IEDES, encaminhada pela Secretaria da Mulher.Atenciosamente, Equipe do Portal da Transparência;SECRETARIA MULHER;Respondido;08/09/2015;2015_2898_428_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;F;Pós-graduação;Outra;Sao Jose;Recife;Pernambuco;Brasil;;;
20150042903006?;2015;24/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Qual a extensão da área de fiscalização do equipamento de controle de velocidade: 1. Tipo B / Bandeira?2. Tipo C / Lince?;;Prezado Senhor, segue resposta. . Tipo B: A aferição da velocidade do veículo ocorre a aproximadamente 9 a 12 metros após passagem deste pelo equipamento. Atenciosamente.2. Tipo C: A aferição da velocidade do veículo ocorre a aproximadamente 9 a 12 metros após passagem deste pelo equipamento.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;22/10/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043033028?;2015;24/08/2015;2;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Quais os logradouros que tiveram suas calçadas fiscalizadas em:a) 2013?b) 2014?c) 2015?Favor indicar, dentre eles, quais foram autuados.;;A PCR disponibiliza, em anexo, a relação dos logradouros das calçadas que foram autuadas em 2013, 2014 e 2015, enviada na resposta ao protocolo nº 201500413339992.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;08/09/2015;2015_2900_430_1_R.pdf;;Considerando que o PINF não foi respondido, insisto:1. qual a LOCALIZAÇÃO dos IMÓVEIS que tiveram suas calçadas fiscalizadas ema) 2013?b) 2014?c) 2015?2. Desses IMÓVEIS, quais foram autuados?;Prezado,Segue resposta da Secretaria de Mobilidade e Controle Urbano ao recurso interposto.Atenciosamente,Equipe do Portal da Transparência.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;11/01/2017;2015_5906_430_0_R.pdf;;Considerando que o PINF não foi respondido, insisto:1. qual a LOCALIZAÇÃO dos IMÓVEIS que tiveram suas calçadas fiscalizadas ema) 2013?b) 2014?c) 2015?2. Desses IMÓVEIS, quais foram autuados?;Prezado,Em cumprimento à decisão do Comitê Gestor de Acesso à Informação / CGAI, no recurso ao Pedido de Informação nº 201500430330280, a Secretaria de Mobilidade e Controle Urbano disponibiliza as informações desejadas através do relatório em anexo.Atenciosamente,Equipe do Portal da Transparência.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;14/02/2017;2015_6005_430_0_R.pdf;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043103006?;2015;24/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Acerca de faixa azul (exclusiva de ônibus): 1. há previsão de ampliação da malha até dez/2016?2. em caso positivo, quais os atuais planos (trechos, valores e respectivas extensões)?;;Respostas:1. Sim, há previsão para ampliação da malha até dez/2016. Alguns corredores de transporte estão sendo prospectados, ainda em estudos. Confirmados para o primeiro semestre de 2016:2. Faixa Azul da Avenida Recife (nos dois sentidos de tráfego)  Trecho: Rua Gonçalves Magalhães até a Avenida Dom Helder Câmara / Extensão de 3,5 km/ e Faixa Azul da Avenida Conselheiro Aguiar / Trecho: Rua Barão de Souza Leão até a Avenida Engenheiro Antônio de Goes / Extensão de 6,0km. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;12/02/2016;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043203006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Qual o ato jurídico/normativo que define: 1. as atribuições da CTTU?2. as infrações de trânsito de responsabilidade municipal?3. as infrações de trânsito que a CTTU deve fiscalizar?;;Prezado Senhor, resposta anexa. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;30/12/2015;2015_3781_432_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043303006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 174 CTB em:a. 2013?b. 2014?c. 2015?Favor a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido encontra/se gravada em CD, a sua disposição e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal. Tudo com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;13/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043403006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 172 CTB em:a. 2013?b. 2014?c. 2015?Favor a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente. (duplicidade de pedido, v.201500436030068);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043503006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 173 CTB em:a. 2013?b. 2014?c. 2015?d. quantos motoristas foram punidos com a suspensão do direito de dirigir em cada período?Favor a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido encontra/se gravada em CD, a sua disposição e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal. Tudo com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;13/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043603006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 172 CTB em:a. 2013?b. 2014?c. 2015?Favor a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043703006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 167 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043803006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 169 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido encontra/se gravada em CD, a sua disposição e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal. Tudo com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;13/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150043903006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 168 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150044003006?;2015;25/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 171 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido encontra/se gravada em CD, a sua disposição e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal. Tudo com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;13/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150044134999?;2015;26/08/2015;;Respondido;SECRETARIA DE SAÚDE;Na qualidade de Advogado da F & F COMÉRCIO DE PRODUTOS AGROPECUÁRIOS, ANIMAIS VIVOS, E SERVIÇOS DE BANHO E TOSA LTDA, solicito informações sobre a autenticidade do anexo Atestado Médico expedido em nome do funcionário, Sr. Ivo Lúcio da Silva.;20150826_155837320150044134.pdf;Prezado Sr. XXXXXXXXXX, de acordo com a Gerência do Distrito Sanitário I, responsável pela unidade de saúde da família São José do Coque, que emitiu o atestado, o documento é autêntico. Além do atestado, o nome do Sr. Ivo Lúcio da Silva está presente no livro de registros dos usuários que foram atendidos no posto no dia 22 de abril do corrente ano. O Distrito realizou a confirmação através dos registros e da fala da equipe de saúde da unidade.;SECRETARIA DE SAÚDE;Respondido;01/09/2015;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Profissional liberal;Casa Amarela;Recife;Pernambuco;Brasil;;;
20150044203006?;2015;27/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 170 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150044303006?;2015;27/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 177 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido encontra/se gravada em CD, a sua disposição e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal. Tudo com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;13/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150044460040?;2015;27/08/2015;;Respondido;SECRETARIA DE FINANÇAS;Solicito o envio da comprovação pela CONTAX de atendimento aos termos da Lei nº 17.714/05 e do Dec. nº 21760/06, no que diz respeito à quantidade de pessoas com deficiência física ou a comprovação de carência de pessoas, nos termos do §7, art. 4. do Decreto.;;Caro Senhor,Segue a documentação solicitada.Cordialmente,;SECRETARIA DE FINANÇAS;Respondido;09/09/2015;2015_2962_444_0_R.pdf, 2015_2962_444_1_R.pdf, 2015_2962_444_2_R.pdf, 2015_2962_444_3_R.pdf, 2015_2962_444_4_R.pdf, 2015_2962_444_5_R.pdf, 2015_2962_444_6_R.pdf;;;;;;;;;;;;;;;Outros;M;Mestrado/Doutorado;Servidor público estadual;Boa Vista;Recife;Pernambuco;Brasil;;;
20150044572065?;2015;27/08/2015;2;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;Teste;;teste;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;27/08/2015;;;TESTE;TESTE;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;27/08/2015;;;TESTE;TESTE;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;27/08/2015;;Outros;M;Pós-graduação;Servidor público municipal;Bairro Novo Do Carmelo;Camaragibe;Pernambuco;Brasil;;;
20150044603006?;2015;27/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 180 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido encontra/se gravada em CD, a sua disposição e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal. Tudo com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;13/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150044703006?;2015;27/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 179 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido encontra/se gravada em CD, a sua disposição e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal. Tudo com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;13/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150044803006?;2015;27/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 178 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150044903006?;2015;27/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito o NOME COMPLETO e lotação do Guarda Municipal de mat.XXXXXXXXXX, a serviço da CTTU, o qual lavrou o Auto de Infração de Trânsito nº AD01354487,de 27.08.15,13:40hs,Recife/PE. Ele não me informou o seu nome, apesar de solicitado por mim.Estava sem tarjeta.;;Prezado Senhor, informações sobre os guardas municipais devem ser solicitadas no Comando da Guarda Municipal. A CTTU não tem acesso a pasta funcional dos referidos agentes públicos. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;22/10/2015;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Servidor público federal;Espinheiro;Recife;Pernambuco;Brasil;;;
20150045003006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Sol.saber se:os GM´s a serviço da CTTU são orientados a infor. seus nomes completos aos cidadãos que lhe pedirem, quando por eles multados em flagrante?/se são obrigados a usarem tarjeta/se o GM de mat.XXXXXXXXXXestava em serviço no dia 27.08.15,13:40hs.;;Prezado Senhor, os guardas municipais na atividade de agente de trânsito continuam subordinados ao Comando da Guarda Municipal, onde V.Sa., poderá obter respostas para estes questionamentos. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;22/10/2015;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Servidor público federal;Espinheiro;Recife;Pernambuco;Brasil;;;
20150045103006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Sol.saber:se o GM de mat.29229/7,no serviço de trânsito, estava em regular serviço no dia 27.08.15,13:40hs (designado no dia e hora normal de sua jornada) e ainda se estava designado p/fiscalização de trânsito. Se positivo,quais os bairros?;;Prezado Senhor, informações sobre guarda municipais na atividade de agente de trânsito são de competência do Comando da Guarda Municipal. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;27/10/2015;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Servidor público federal;Espinheiro;Recife;Pernambuco;Brasil;;;
20150045203006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Sol.saber:qual a marcação do registro de ponto (jornada) do GM de mat.XXXXXXXXXX no dia 27/08/15.Qual a placa e nº da viatura na qual prestava serviço, na atividade de fisc de trânsito.Qual o nome e mat.do GM que foi designado no dia para acompanhá/lo no serviço?;;Prezado Senhor, informações sobre guarda municipais na atividade de agente de trânsito são de competência do Comando da Guarda Municipal. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;27/10/2015;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Servidor público federal;Espinheiro;Recife;Pernambuco;Brasil;;;
20150045303006?;2015;28/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;O semáforo 065, na Av. Norte, Recife/PE existe?Em caso positivo, quando foi sua última averiguação/manutenção/fiscalização de regularidade pelo INMETRO ou outra empresa para igual finalidade?;;Prezado Senhor, resposta anexa.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;16/10/2015;2015_3356_453_0_R.pdf;;"Interp.re. pq a resposta está apócrifa.Como p/prática do ato administrativo é mister convergirem a competência, finalidade, forma, motivação e objeto. No caso, a forma foi violada já que a \""certidão\"" anexada não está subscrita.P.Prov.p/que o ato seja subscrito";Prezado XXXXXXXXXX,Segue em anexo a resposta da Companhia de Trânsito e Transporte Urbano do Recife.Atenciosamente,Equipe do Portal da Transparência.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;06/11/2015;2015_3454_453_0_R.pdf;;;;;;;;Outros;M;Pós-graduação;Servidor público federal;Espinheiro;Recife;Pernambuco;Brasil;;;
20150045403006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Sol.saber: se os GM´s,no serv de fisc de trânsito,são designados para atuarem em local específico(rua,bairro ou conjunto de ruas ou conjunto de bairros) ou de forma ampla em todos os bairros e ruas do Recife (digo em relação aos que trabalham em viatura).;;Senhor, segue resposta. Atenciosamente.Trabalhamos por área. Cada equipe está designada para atuar em determinado quadrante da cidade.Existem pontos fixos na Agamenon, Boa Vista, Boa Viagem e alguns pontos da Caxangá e Parnamirim.Em geral, uma equipe não pode transpor a área da outra, a não ser com autorização do coordenador.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;31/08/2015;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Servidor público federal;Espinheiro;Recife;Pernambuco;Brasil;;;
20150045543999?;2015;28/08/2015;;Respondido;SECRETARIA DE CULTURA;Caros, gostaria de ter acesso às atas das reuniões ordinárias do Conselho Municipal de Política Cultural que ocorreram nos meses de junho, julho e agosto deste ano.;;Encaminhamos, em anexo, as atas das reuniões ordinárias do Conselho Municipal de Política Cultural que ocorreram nos meses de junho, julho e agosto de 2015, pertinente ao pedido de informação sob o nº 201500455439995, solicitado por Jarmeson de Lima Nascimento.;SECRETARIA DE CULTURA;Respondido;18/09/2015;2015_3078_455_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Pós-graduação;Jornalista;Bairro Novo Do Carmelo;Camaragibe;Pernambuco;Brasil;;;
20150045603006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quanto ao registro autuações por infração ao art. 181 CTB, favor informar:a. quais os logradouros em que foram registradas as infrações, esclarecendo a quantidade em cada local/b. discriminar as informações por ano.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150045703006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quanto ao registro de autuações por violação ao art. 181 do CTB, favor discriminar, por ano (2013, 2014 e 2015), quantas infrações foram autuadas em cada uma hipóteses de infração (incisos I a XIX) daquele artigo.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150045803006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 183 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
